WELL,DEPTH,FACIES,W_TAR,SW,VSH,PHI,RW
well-102505,507.0000,2,  0.0000,  1.0000,  0.4860,  0.1360,  0.9450
well-102505,507.2500,2,  0.0000,  1.0000,  0.4120,  0.1710,  0.9450
well-102505,507.5000,2,  0.0000,  1.0000,  0.3650,  0.2020,  0.9450
well-102505,507.7500,2,  0.0020,  0.9770,  0.3540,  0.2130,  0.9450
well-102505,508.0000,2,  0.0000,  1.0000,  0.4260,  0.1820,  0.9440
well-102505,508.2500,2,  0.0000,  1.0000,  0.4750,  0.1470,  0.9440
well-102505,508.5000,2,  0.0000,  1.0000,  0.4950,  0.1350,  0.9440
well-102505,508.7500,2,  0.0000,  1.0000,  0.4900,  0.1340,  0.9440
well-102505,509.0000,2,  0.0000,  1.0000,  0.4850,  0.1390,  0.9440
well-102505,509.2500,2,  0.0000,  1.0000,  0.4790,  0.1420,  0.9440
well-102505,509.5000,2,  0.0000,  1.0000,  0.4660,  0.1570,  0.9440
well-102505,509.7500,2,  0.0000,  1.0000,  0.4360,  0.1600,  0.9440
well-102505,510.0000,2,  0.0000,  1.0000,  0.4340,  0.1560,  0.9440
well-102505,510.2500,1,  0.0070,  0.9360,  0.2970,  0.2450,  0.9440
well-102505,510.5000,1,  0.0150,  0.8880,  0.2260,  0.2860,  0.9440
well-102505,510.7500,1,  0.0160,  0.8930,  0.1720,  0.3060,  0.9440
well-102505,511.0000,1,  0.0170,  0.8930,  0.1160,  0.3270,  0.9440
well-102505,511.2500,1,  0.0160,  0.9040,  0.0970,  0.3340,  0.9440
well-102505,511.5000,1,  0.0150,  0.9120,  0.0890,  0.3370,  0.9440
well-102505,511.7500,1,  0.0130,  0.9190,  0.0870,  0.3380,  0.9440
well-102505,512.0000,1,  0.0130,  0.9210,  0.0850,  0.3380,  0.9440
well-102505,512.2500,1,  0.0130,  0.9210,  0.0680,  0.3450,  0.9440
well-102505,512.5000,1,  0.0130,  0.9250,  0.0680,  0.3450,  0.9440
well-102505,512.7500,1,  0.0120,  0.9290,  0.0680,  0.3450,  0.9440
well-102505,513.0000,1,  0.0110,  0.9320,  0.0730,  0.3430,  0.9440
well-102505,513.2500,1,  0.0110,  0.9360,  0.0860,  0.3380,  0.9440
well-102505,513.5000,1,  0.0090,  0.9410,  0.1020,  0.3320,  0.9440
well-102505,513.7500,1,  0.0090,  0.9450,  0.1100,  0.3290,  0.9440
well-102505,514.0000,1,  0.0110,  0.9330,  0.0540,  0.3500,  0.9440
well-102505,514.2500,1,  0.0090,  0.9440,  0.1030,  0.3320,  0.9440
well-102505,514.5000,1,  0.0050,  0.9680,  0.1890,  0.3000,  0.9440
well-102505,514.7500,1,  0.0010,  0.9930,  0.2740,  0.2680,  0.9440
well-102505,515.0000,1,  0.0000,  0.9980,  0.2870,  0.2640,  0.9440
well-102505,515.2500,1,  0.0020,  0.9820,  0.2300,  0.2850,  0.9430
well-102505,515.5000,1,  0.0090,  0.9470,  0.0960,  0.3350,  0.9430
well-102505,515.7500,1,  0.0120,  0.9340,  0.0390,  0.3550,  0.9430
well-102505,516.0000,1,  0.0120,  0.9310,  0.0210,  0.3620,  0.9430
well-102505,516.2500,1,  0.0100,  0.9410,  0.0620,  0.3470,  0.9430
well-102505,516.5000,1,  0.0090,  0.9480,  0.0850,  0.3380,  0.9430
well-102505,516.7500,1,  0.0070,  0.9590,  0.1160,  0.3270,  0.9430
well-102505,517.0000,1,  0.0040,  0.9710,  0.1520,  0.3130,  0.9430
well-102505,517.2500,1,  0.0000,  1.0000,  0.1980,  0.2850,  0.9430
well-102505,517.5000,1,  0.0020,  0.9890,  0.1900,  0.2970,  0.9430
well-102505,517.7500,1,  0.0060,  0.9610,  0.0950,  0.3350,  0.9430
well-102505,518.0000,1,  0.0090,  0.9470,  0.0340,  0.3570,  0.9430
well-102505,518.2500,1,  0.0110,  0.9410,  0.0000,  0.3700,  0.9430
well-102505,518.5000,1,  0.0080,  0.9520,  0.0350,  0.3570,  0.9430
well-102505,518.7500,1,  0.0050,  0.9700,  0.1040,  0.3310,  0.9430
well-102505,519.0000,1,  0.0030,  0.9830,  0.1500,  0.3150,  0.9430
well-102505,519.2500,1,  0.0010,  0.9950,  0.1640,  0.3070,  0.9430
well-102505,519.5000,1,  0.0050,  0.9710,  0.1110,  0.3290,  0.9430
well-102505,519.7500,1,  0.0080,  0.9520,  0.0390,  0.3550,  0.9430
well-102505,520.0000,1,  0.0090,  0.9500,  0.0310,  0.3590,  0.9430
well-102505,520.2500,1,  0.0090,  0.9500,  0.0310,  0.3590,  0.9430
well-102505,520.5000,1,  0.0090,  0.9500,  0.0310,  0.3580,  0.9430
well-102505,520.7500,1,  0.0090,  0.9510,  0.0330,  0.3580,  0.9430
well-102505,521.0000,1,  0.0090,  0.9480,  0.0320,  0.3580,  0.9430
well-102505,521.2500,1,  0.0100,  0.9450,  0.0320,  0.3580,  0.9430
well-102505,521.5000,1,  0.0100,  0.9440,  0.0320,  0.3580,  0.9430
well-102505,521.7500,1,  0.0100,  0.9420,  0.0340,  0.3570,  0.9430
well-102505,522.0000,1,  0.0100,  0.9420,  0.0350,  0.3570,  0.9430
well-102505,522.2500,1,  0.0110,  0.9390,  0.0260,  0.3600,  0.9430
well-102505,522.5000,1,  0.0110,  0.9380,  0.0190,  0.3630,  0.9430
well-102505,522.7500,1,  0.0110,  0.9370,  0.0120,  0.3660,  0.9420
well-102505,523.0000,1,  0.0120,  0.9340,  0.0000,  0.3700,  0.9420
well-102505,523.2500,1,  0.0110,  0.9380,  0.0120,  0.3650,  0.9420
well-102505,523.5000,1,  0.0100,  0.9420,  0.0310,  0.3590,  0.9420
well-102505,523.7500,1,  0.0090,  0.9480,  0.0560,  0.3490,  0.9420
well-102505,524.0000,1,  0.0080,  0.9500,  0.0690,  0.3440,  0.9420
well-102505,524.2500,1,  0.0090,  0.9460,  0.0630,  0.3470,  0.9420
well-102505,524.5000,1,  0.0100,  0.9400,  0.0450,  0.3530,  0.9420
well-102505,524.7500,1,  0.0110,  0.9360,  0.0370,  0.3560,  0.9420
well-102505,525.0000,1,  0.0110,  0.9370,  0.0420,  0.3540,  0.9420
well-102505,525.2500,1,  0.0100,  0.9420,  0.0610,  0.3480,  0.9420
well-102505,525.5000,1,  0.0090,  0.9470,  0.0780,  0.3410,  0.9420
well-102505,525.7500,1,  0.0080,  0.9500,  0.0870,  0.3380,  0.9420
well-102505,526.0000,1,  0.0090,  0.9450,  0.0670,  0.3450,  0.9420
well-102505,526.2500,1,  0.0090,  0.9490,  0.0700,  0.3440,  0.9420
well-102505,526.5000,1,  0.0080,  0.9530,  0.0730,  0.3430,  0.9420
well-102505,526.7500,1,  0.0070,  0.9580,  0.0880,  0.3370,  0.9420
well-102505,527.0000,1,  0.0060,  0.9650,  0.1120,  0.3290,  0.9420
well-102505,527.2500,1,  0.0060,  0.9630,  0.1000,  0.3330,  0.9420
well-102505,527.5000,1,  0.0070,  0.9570,  0.0760,  0.3420,  0.9420
well-102505,527.7500,1,  0.0070,  0.9570,  0.0690,  0.3440,  0.9420
well-102505,528.0000,1,  0.0080,  0.9540,  0.0650,  0.3460,  0.9420
well-102505,528.2500,1,  0.0080,  0.9520,  0.0610,  0.3470,  0.9420
well-102505,528.5000,1,  0.0090,  0.9460,  0.0520,  0.3510,  0.9420
well-102505,528.7500,1,  0.0110,  0.9380,  0.0480,  0.3520,  0.9420
well-102505,529.0000,1,  0.0110,  0.9340,  0.0520,  0.3510,  0.9420
well-102505,529.2500,1,  0.0110,  0.9360,  0.0580,  0.3480,  0.9420
well-102505,529.5000,1,  0.0110,  0.9330,  0.0490,  0.3520,  0.9420
well-102505,529.7500,1,  0.0110,  0.9350,  0.0340,  0.3570,  0.9420
well-102505,530.0000,1,  0.0110,  0.9350,  0.0290,  0.3590,  0.9420
well-102505,530.2500,1,  0.0110,  0.9350,  0.0290,  0.3590,  0.9410
well-102505,530.5000,1,  0.0110,  0.9390,  0.0310,  0.3580,  0.9410
well-102505,530.7500,1,  0.0100,  0.9420,  0.0340,  0.3570,  0.9410
well-102505,531.0000,1,  0.0090,  0.9460,  0.0430,  0.3540,  0.9410
well-102505,531.2500,1,  0.0090,  0.9490,  0.0460,  0.3530,  0.9410
well-102505,531.5000,1,  0.0080,  0.9550,  0.0680,  0.3450,  0.9410
well-102505,531.7500,1,  0.0070,  0.9590,  0.0790,  0.3410,  0.9410
well-102505,532.0000,1,  0.0070,  0.9560,  0.0660,  0.3460,  0.9410
well-102505,532.2500,1,  0.0070,  0.9600,  0.0750,  0.3420,  0.9410
well-102505,532.5000,1,  0.0070,  0.9590,  0.0720,  0.3440,  0.9410
well-102505,532.7500,1,  0.0070,  0.9570,  0.0630,  0.3470,  0.9410
well-102505,533.0000,1,  0.0070,  0.9570,  0.0640,  0.3460,  0.9410
well-102505,533.2500,1,  0.0060,  0.9630,  0.0740,  0.3430,  0.9410
well-102505,533.5000,1,  0.0050,  0.9680,  0.0860,  0.3380,  0.9410
well-102505,533.7500,1,  0.0040,  0.9780,  0.1090,  0.3300,  0.9410
well-102505,534.0000,1,  0.0020,  0.9860,  0.1260,  0.3230,  0.9410
well-102505,534.2500,1,  0.0000,  0.9980,  0.1710,  0.3070,  0.9410
well-102505,534.5000,1,  0.0000,  1.0000,  0.2450,  0.2790,  0.9410
well-102505,534.7500,2,  0.0000,  1.0000,  0.3680,  0.2340,  0.9410
well-102505,535.0000,2,  0.0000,  1.0000,  0.3170,  0.2530,  0.9410
well-102505,535.2500,1,  0.0000,  1.0000,  0.1900,  0.3000,  0.9410
well-102505,535.5000,1,  0.0030,  0.9800,  0.0680,  0.3450,  0.9410
well-102505,535.7500,1,  0.0040,  0.9780,  0.0450,  0.3530,  0.9410
well-102505,536.0000,1,  0.0040,  0.9790,  0.0390,  0.3550,  0.9410
well-102505,536.2500,1,  0.0030,  0.9830,  0.0370,  0.3560,  0.9410
well-102505,536.5000,1,  0.0020,  0.9880,  0.0410,  0.3550,  0.9410
well-102505,536.7500,1,  0.0020,  0.9910,  0.0470,  0.3530,  0.9410
well-102505,537.0000,1,  0.0020,  0.9890,  0.0470,  0.3530,  0.9410
well-102505,537.2500,1,  0.0020,  0.9860,  0.0370,  0.3560,  0.9410
well-102505,537.5000,1,  0.0030,  0.9820,  0.0310,  0.3590,  0.9400
well-102505,537.7500,1,  0.0040,  0.9790,  0.0280,  0.3600,  0.9400
well-102505,538.0000,1,  0.0040,  0.9770,  0.0340,  0.3580,  0.9400
well-102505,538.2500,1,  0.0040,  0.9790,  0.0600,  0.3480,  0.9400
well-102505,538.5000,1,  0.0020,  0.9880,  0.1070,  0.3300,  0.9400
well-102505,538.7500,1,  0.0010,  0.9960,  0.1490,  0.3150,  0.9400
well-102505,539.0000,1,  0.0000,  1.0000,  0.1750,  0.3050,  0.9400
well-102505,539.2500,1,  0.0000,  1.0000,  0.1950,  0.2980,  0.9400
well-102505,539.5000,1,  0.0000,  1.0000,  0.2050,  0.2940,  0.9400
well-102505,539.7500,1,  0.0000,  1.0000,  0.2060,  0.2940,  0.9400
well-102505,540.0000,1,  0.0000,  1.0000,  0.2110,  0.2920,  0.9400
well-102505,540.2500,1,  0.0000,  1.0000,  0.1650,  0.3090,  0.9400
well-102505,540.5000,1,  0.0010,  0.9930,  0.1230,  0.3240,  0.9400
well-102505,540.7500,1,  0.0030,  0.9810,  0.0730,  0.3430,  0.9400
well-102505,541.0000,1,  0.0050,  0.9710,  0.0340,  0.3570,  0.9400
well-102505,541.2500,1,  0.0020,  0.9870,  0.1060,  0.3310,  0.9400
well-102505,541.5000,1,  0.0000,  1.0000,  0.2080,  0.2930,  0.9400
well-102505,541.7500,1,  0.0000,  1.0000,  0.2530,  0.2760,  0.9400
well-102505,542.0000,1,  0.0000,  1.0000,  0.2080,  0.2930,  0.9400
well-102505,542.2500,1,  0.0010,  0.9920,  0.1600,  0.3110,  0.9400
well-102505,542.5000,1,  0.0030,  0.9800,  0.1150,  0.3280,  0.9400
well-102505,542.7500,1,  0.0040,  0.9750,  0.0900,  0.3370,  0.9400
well-102505,543.0000,1,  0.0030,  0.9840,  0.1030,  0.3320,  0.9400
well-102505,543.2500,1,  0.0010,  0.9950,  0.1270,  0.3230,  0.9400
well-102505,543.5000,1,  0.0000,  1.0000,  0.1600,  0.3110,  0.9400
well-102505,543.7500,1,  0.0000,  1.0000,  0.1670,  0.3080,  0.9400
well-102505,544.0000,1,  0.0000,  0.9990,  0.1600,  0.3110,  0.9400
well-102505,544.2500,1,  0.0010,  0.9960,  0.1660,  0.3090,  0.9400
well-102505,544.5000,1,  0.0010,  0.9910,  0.1720,  0.3060,  0.9400
well-102505,544.7500,1,  0.0030,  0.9810,  0.1700,  0.3070,  0.9400
well-102505,545.0000,1,  0.0050,  0.9640,  0.1520,  0.3140,  0.9390
well-102505,545.2500,1,  0.0090,  0.9460,  0.1170,  0.3270,  0.9390
well-102505,545.5000,1,  0.0120,  0.9280,  0.0720,  0.3430,  0.9390
well-102505,545.7500,1,  0.0130,  0.9210,  0.0560,  0.3490,  0.9390
well-102505,546.0000,1,  0.0100,  0.9370,  0.0760,  0.3390,  0.9390
well-102505,546.2500,1,  0.0080,  0.9530,  0.1030,  0.3270,  0.9390
well-102505,546.5000,1,  0.0080,  0.9460,  0.1160,  0.3270,  0.9390
well-102505,546.7500,1,  0.0090,  0.9480,  0.0960,  0.3350,  0.9390
well-102505,547.0000,1,  0.0080,  0.9500,  0.0750,  0.3420,  0.9390
well-102505,547.2500,1,  0.0080,  0.9520,  0.0600,  0.3480,  0.9390
well-102505,547.5000,1,  0.0070,  0.9560,  0.0560,  0.3490,  0.9390
well-102505,547.7500,1,  0.0060,  0.9640,  0.0560,  0.3490,  0.9390
well-102505,548.0000,1,  0.0050,  0.9700,  0.0560,  0.3490,  0.9390
well-102505,548.2500,1,  0.0030,  0.9820,  0.0850,  0.3380,  0.9390
well-102505,548.5000,1,  0.0000,  0.9990,  0.1300,  0.3220,  0.9390
well-102505,548.7500,1,  0.0000,  1.0000,  0.1740,  0.3060,  0.9390
well-102505,549.0000,1,  0.0000,  1.0000,  0.2400,  0.2810,  0.9390
well-102505,549.2500,2,  0.0000,  1.0000,  0.3240,  0.2500,  0.9390
well-102505,549.5000,2,  0.0000,  1.0000,  0.3780,  0.2300,  0.9390
well-102505,549.7500,2,  0.0000,  1.0000,  0.3540,  0.2390,  0.9390
well-102505,550.0000,1,  0.0010,  0.9900,  0.2600,  0.2740,  0.9390
well-102505,550.2500,1,  0.0020,  0.9850,  0.2210,  0.2880,  0.9390
well-102505,550.5000,1,  0.0070,  0.9600,  0.0930,  0.3360,  0.9390
well-102505,550.7500,1,  0.0050,  0.9690,  0.0450,  0.3530,  0.9390
well-102505,551.0000,1,  0.0020,  0.9880,  0.0570,  0.3490,  0.9390
well-102505,551.2500,1,  0.0000,  1.0000,  0.1410,  0.3180,  0.9390
well-102505,551.5000,1,  0.0000,  1.0000,  0.1950,  0.2980,  0.9390
well-102505,551.7500,1,  0.0000,  1.0000,  0.2790,  0.2620,  0.9390
well-102505,552.0000,2,  0.0000,  1.0000,  0.3780,  0.2020,  0.9390
well-102505,552.2500,2,  0.0000,  1.0000,  0.4630,  0.1770,  0.9390
well-102505,552.5000,4,  0.0000,  1.0000,  0.5280,  0.1570,  0.9380
well-102505,552.7500,4,  0.0000,  1.0000,  0.5520,  0.1400,  0.9380
well-102505,553.0000,4,  0.0000,  1.0000,  0.5430,  0.1390,  0.9380
well-102505,553.2500,2,  0.0010,  0.9940,  0.4650,  0.1900,  0.9380
well-102505,553.5000,2,  0.0070,  0.9400,  0.3580,  0.2370,  0.9380
well-102505,553.7500,1,  0.0080,  0.9390,  0.2990,  0.2590,  0.9380
well-102505,554.0000,2,  0.0000,  1.0000,  0.3730,  0.2140,  0.9380
well-102505,554.2500,2,  0.0000,  1.0000,  0.4090,  0.2020,  0.9380
well-102505,554.5000,2,  0.0000,  1.0000,  0.4580,  0.2010,  0.9380
well-102505,554.7500,2,  0.0000,  1.0000,  0.3080,  0.2560,  0.9380
well-102505,555.0000,1,  0.0020,  0.9850,  0.1710,  0.3070,  0.9380
well-102505,555.2500,1,  0.0030,  0.9820,  0.1030,  0.3320,  0.9380
well-102505,555.5000,1,  0.0020,  0.9900,  0.0850,  0.3390,  0.9380
well-102505,555.7500,1,  0.0010,  0.9970,  0.0810,  0.3400,  0.9380
well-102505,556.0000,1,  0.0000,  1.0000,  0.0880,  0.3370,  0.9380
well-102505,556.2500,1,  0.0000,  1.0000,  0.0950,  0.3350,  0.9380
well-102505,556.5000,1,  0.0000,  1.0000,  0.1060,  0.3310,  0.9380
well-102505,556.7500,1,  0.0000,  1.0000,  0.1110,  0.3290,  0.9380
well-102505,557.0000,1,  0.0000,  0.9970,  0.1010,  0.3330,  0.9380
well-102505,557.2500,1,  0.0020,  0.9890,  0.0800,  0.3400,  0.9380
well-102505,557.5000,1,  0.0020,  0.9870,  0.0620,  0.3470,  0.9380
well-102505,557.7500,1,  0.0020,  0.9880,  0.0530,  0.3500,  0.9380
well-102505,558.0000,1,  0.0020,  0.9880,  0.0500,  0.3520,  0.9380
well-102505,558.2500,1,  0.0020,  0.9880,  0.0480,  0.3520,  0.9380
well-102505,558.5000,1,  0.0020,  0.9890,  0.0500,  0.3510,  0.9380
well-102505,558.7500,1,  0.0010,  0.9930,  0.0630,  0.3470,  0.9380
well-102505,559.0000,1,  0.0010,  0.9960,  0.0680,  0.3450,  0.9380
well-102505,559.2500,1,  0.0010,  0.9950,  0.0680,  0.3450,  0.9380
well-102505,559.5000,1,  0.0000,  1.0000,  0.1150,  0.3280,  0.9380
well-102505,559.7500,1,  0.0000,  1.0000,  0.2550,  0.2760,  0.9380
well-102505,560.0000,4,  0.0000,  1.0000,  0.5040,  0.1830,  0.9370
well-102505,560.2500,4,  0.0000,  1.0000,  0.6070,  0.0960,  0.9370
well-102505,560.5000,4,  0.0000,  1.0000,  0.6770,  0.0800,  0.9370
well-102505,560.7500,4,  0.0000,  1.0000,  0.5420,  0.1630,  0.9370
well-102505,561.0000,2,  0.0000,  0.9980,  0.3200,  0.2520,  0.9370
well-102505,561.2500,2,  0.0000,  1.0000,  0.4160,  0.2100,  0.9370
well-102505,561.5000,2,  0.0000,  1.0000,  0.4760,  0.1480,  0.9370
well-102505,561.7500,2,  0.0000,  1.0000,  0.4430,  0.1770,  0.9370
well-102505,562.0000,2,  0.0040,  0.9630,  0.3440,  0.2320,  0.9370
well-102505,562.2500,2,  0.0100,  0.9150,  0.3130,  0.2540,  0.9370
well-102505,562.5000,2,  0.0050,  0.9600,  0.3570,  0.2380,  0.9370
well-102505,562.7500,2,  0.0010,  0.9880,  0.3820,  0.2290,  0.9370
well-102505,563.0000,2,  0.0000,  1.0000,  0.3810,  0.2280,  0.9370
well-102505,563.2500,2,  0.0000,  1.0000,  0.3040,  0.2460,  0.9370
well-102505,563.5000,1,  0.0060,  0.9590,  0.2360,  0.2830,  0.9370
well-102505,563.7500,1,  0.0070,  0.9500,  0.2070,  0.2940,  0.9370
well-102505,564.0000,1,  0.0080,  0.9460,  0.1750,  0.3050,  0.9370
well-102505,564.2500,1,  0.0070,  0.9560,  0.1510,  0.3140,  0.9370
well-102505,564.5000,1,  0.0050,  0.9710,  0.1170,  0.3270,  0.9370
well-102505,564.7500,1,  0.0030,  0.9830,  0.1030,  0.3320,  0.9370
well-102505,565.0000,1,  0.0010,  0.9950,  0.1190,  0.3260,  0.9370
well-102505,565.2500,1,  0.0000,  1.0000,  0.1430,  0.3170,  0.9370
well-102505,565.5000,1,  0.0000,  1.0000,  0.1520,  0.3140,  0.9370
well-102505,565.7500,1,  0.0000,  1.0000,  0.1530,  0.3130,  0.9370
well-102505,566.0000,1,  0.0000,  1.0000,  0.1490,  0.3150,  0.9370
well-102505,566.2500,1,  0.0000,  1.0000,  0.1450,  0.3170,  0.9370
well-102505,566.5000,1,  0.0000,  1.0000,  0.1420,  0.3180,  0.9370
well-102505,566.7500,1,  0.0010,  0.9960,  0.1370,  0.3190,  0.9370
well-102505,567.0000,1,  0.0020,  0.9870,  0.1180,  0.3260,  0.9370
well-102505,567.2500,1,  0.0020,  0.9850,  0.0950,  0.3350,  0.9370
well-102505,567.5000,1,  0.0030,  0.9830,  0.0650,  0.3460,  0.9360
well-102505,567.7500,1,  0.0040,  0.9780,  0.0380,  0.3560,  0.9360
well-102505,568.0000,1,  0.0030,  0.9810,  0.0300,  0.3590,  0.9360
well-102505,568.2500,1,  0.0020,  0.9890,  0.0410,  0.3550,  0.9360
well-102505,568.5000,1,  0.0000,  1.0000,  0.0950,  0.3350,  0.9360
well-102505,568.7500,1,  0.0000,  1.0000,  0.1340,  0.3210,  0.9360
well-102505,569.0000,1,  0.0000,  1.0000,  0.1700,  0.3070,  0.9360
well-102505,569.2500,1,  0.0000,  1.0000,  0.1660,  0.3090,  0.9360
well-102505,569.5000,1,  0.0000,  1.0000,  0.1390,  0.3180,  0.9360
well-102505,569.7500,1,  0.0000,  1.0000,  0.1420,  0.3180,  0.9360
well-102505,570.0000,1,  0.0010,  0.9920,  0.1480,  0.3150,  0.9360
well-102505,570.2500,1,  0.0030,  0.9780,  0.1340,  0.3200,  0.9360
well-102505,570.5000,1,  0.0050,  0.9660,  0.1380,  0.3190,  0.9360
well-102505,570.7500,1,  0.0060,  0.9580,  0.1540,  0.3130,  0.9360
well-102505,571.0000,1,  0.0070,  0.9500,  0.1740,  0.3060,  0.9360
well-102505,571.2500,1,  0.0000,  1.0000,  0.1870,  0.2780,  0.9360
well-102505,571.5000,1,  0.0070,  0.9520,  0.1110,  0.3060,  0.9360
well-102505,571.7500,1,  0.0110,  0.9290,  0.0640,  0.3160,  0.9360
well-102505,572.0000,1,  0.0000,  1.0000,  0.1350,  0.2640,  0.9360
well-102505,572.2500,1,  0.0010,  0.9950,  0.2250,  0.2290,  0.9360
well-102505,572.5000,3,  0.0000,  1.0000,  0.2960,  0.1100,  0.9360
well-102505,572.7500,3,  0.0000,  1.0000,  0.3620,  0.0720,  0.9360
well-102505,573.0000,2,  0.0000,  1.0000,  0.4280,  0.0560,  0.9360
well-102505,573.2500,2,  0.0000,  1.0000,  0.4290,  0.0510,  0.9360
well-102505,573.5000,3,  0.0000,  1.0000,  0.3760,  0.0630,  0.9360
well-102505,573.7500,3,  0.0000,  1.0000,  0.3500,  0.0640,  0.9360
well-102505,574.0000,3,  0.0010,  0.9450,  0.3650,  0.0530,  0.9360
well-102505,574.2500,3,  0.0020,  0.8770,  0.3830,  0.0420,  0.9360
well-102505,574.5000,3,  0.0030,  0.8310,  0.3900,  0.0380,  0.9360
well-102505,574.7500,3,  0.0030,  0.8370,  0.3740,  0.0440,  0.9360
well-102505,575.0000,3,  0.0020,  0.8150,  0.3940,  0.0310,  0.9350
well-102505,575.2500,2,  0.0020,  0.7720,  0.4310,  0.0200,  0.9350
well-102505,575.5000,2,  0.0020,  0.6850,  0.4710,  0.0150,  0.9350
well-102507,506.0000,4,  0.0450,  0.4560,  0.5310,  0.1740,  0.5610
well-102507,506.2500,2,  0.0670,  0.3690,  0.4020,  0.2210,  0.5610
well-102507,506.5000,2,  0.0810,  0.3260,  0.3240,  0.2500,  0.5610
well-102507,506.7500,1,  0.0880,  0.3090,  0.2900,  0.2630,  0.5610
well-102507,507.0000,1,  0.0920,  0.3020,  0.2610,  0.2740,  0.5610
well-102507,507.2500,1,  0.0930,  0.3000,  0.2550,  0.2760,  0.5610
well-102507,507.5000,1,  0.0900,  0.3020,  0.2800,  0.2670,  0.5610
well-102507,507.7500,2,  0.0850,  0.3080,  0.3140,  0.2540,  0.5610
well-102507,508.0000,2,  0.0830,  0.3140,  0.3170,  0.2530,  0.5610
well-102507,508.2500,1,  0.0860,  0.3240,  0.2860,  0.2640,  0.5610
well-102507,508.5000,1,  0.0860,  0.3310,  0.2810,  0.2660,  0.5610
well-102507,508.7500,1,  0.0830,  0.3380,  0.2990,  0.2590,  0.5610
well-102507,509.0000,2,  0.0810,  0.3390,  0.3160,  0.2530,  0.5610
well-102507,509.2500,2,  0.0810,  0.3310,  0.3180,  0.2520,  0.5610
well-102507,509.5000,2,  0.0840,  0.3200,  0.3030,  0.2580,  0.5610
well-102507,509.7500,1,  0.1000,  0.3080,  0.1980,  0.2970,  0.5610
well-102507,510.0000,1,  0.1070,  0.3000,  0.1500,  0.3140,  0.5610
well-102507,510.2500,1,  0.1080,  0.2930,  0.1500,  0.3140,  0.5610
well-102507,510.5000,1,  0.1040,  0.2870,  0.1870,  0.3010,  0.5600
well-102507,510.7500,1,  0.0950,  0.2810,  0.2640,  0.2720,  0.5600
well-102507,511.0000,1,  0.0930,  0.2770,  0.2810,  0.2660,  0.5600
well-102507,511.2500,1,  0.1020,  0.2730,  0.2140,  0.2910,  0.5600
well-102507,511.5000,1,  0.1090,  0.2710,  0.1680,  0.3080,  0.5600
well-102507,511.7500,1,  0.1130,  0.2670,  0.1410,  0.3180,  0.5600
well-102507,512.0000,1,  0.1170,  0.2670,  0.1140,  0.3280,  0.5600
well-102507,512.2500,1,  0.1170,  0.2680,  0.1150,  0.3280,  0.5600
well-102507,512.5000,1,  0.1150,  0.2670,  0.1290,  0.3220,  0.5600
well-102507,512.7500,1,  0.1120,  0.2670,  0.1480,  0.3150,  0.5600
well-102507,513.0000,1,  0.1130,  0.2690,  0.1440,  0.3170,  0.5600
well-102507,513.2500,1,  0.1130,  0.2690,  0.1410,  0.3180,  0.5600
well-102507,513.5000,1,  0.1130,  0.2690,  0.1400,  0.3180,  0.5600
well-102507,513.7500,1,  0.1120,  0.2670,  0.1510,  0.3140,  0.5600
well-102507,514.0000,1,  0.1100,  0.2640,  0.1680,  0.3080,  0.5600
well-102507,514.2500,1,  0.1090,  0.2570,  0.1810,  0.3030,  0.5600
well-102507,514.5000,1,  0.1130,  0.2490,  0.1620,  0.3100,  0.5600
well-102507,514.7500,1,  0.1190,  0.2350,  0.1390,  0.3180,  0.5600
well-102507,515.0000,1,  0.1210,  0.2210,  0.1360,  0.3200,  0.5600
well-102507,515.2500,1,  0.1220,  0.2060,  0.1440,  0.3170,  0.5600
well-102507,515.5000,1,  0.1250,  0.1940,  0.1360,  0.3200,  0.5600
well-102507,515.7500,1,  0.1020,  0.2230,  0.0950,  0.2800,  0.5600
well-102507,516.0000,3,  0.0360,  0.4250,  0.0490,  0.1500,  0.5600
well-102507,516.2500,3,  0.0460,  0.4210,  0.0110,  0.1850,  0.5600
well-102507,516.5000,1,  0.1220,  0.2530,  0.0000,  0.3400,  0.5600
well-102507,516.7500,1,  0.1340,  0.2480,  0.0200,  0.3630,  0.5600
well-102507,517.0000,1,  0.1220,  0.2560,  0.0890,  0.3370,  0.5600
well-102507,517.2500,1,  0.1170,  0.2650,  0.1140,  0.3280,  0.5600
well-102507,517.5000,1,  0.1100,  0.2720,  0.1620,  0.3100,  0.5600
well-102507,517.7500,1,  0.1120,  0.2780,  0.1360,  0.3200,  0.5600
well-102507,518.0000,1,  0.1090,  0.2800,  0.1560,  0.3120,  0.5600
well-102507,518.2500,1,  0.1040,  0.2830,  0.1960,  0.2980,  0.5590
well-102507,518.5000,1,  0.0980,  0.2960,  0.2260,  0.2870,  0.5590
well-102507,518.7500,1,  0.0920,  0.3130,  0.2510,  0.2770,  0.5590
well-102507,519.0000,1,  0.0900,  0.3090,  0.2730,  0.2690,  0.5590
well-102507,519.2500,1,  0.0940,  0.2970,  0.2500,  0.2780,  0.5590
well-102507,519.5000,1,  0.1030,  0.2890,  0.1900,  0.3000,  0.5590
well-102507,519.7500,1,  0.1110,  0.2850,  0.1350,  0.3200,  0.5590
well-102507,520.0000,1,  0.1190,  0.2810,  0.0850,  0.3390,  0.5590
